0	0.1136409	0.1136409	1.55154302356222
0.02797646	0.1282043	0.1561807	2.72548543572145
0.05595291	0.1866263	0.2425792	3.92241250204692
0.1046783	0.1823843	0.2870626	5.88942633495466
0.1480375	0.1532334	0.3012709	6.88638082689662
0.2238118	0.09487279	0.3186846	7.81780904414465
0.3195939	0.02797646	0.3475704	9.13740332184826
0.4532716	0.05233916	0.5056107	10.5486305652462
0.6440698	0.2430897	0.8871595	11.7657762725203
0.8645667	0.2093567	1.073923	12.9805544654329
1.120125	0.2564087	1.376533	14.2159043347029
1.406392	0.4436728	1.850064	15.4292541642809
1.755577	3.962694	5.718272	16.6159858924358
2.131665	7.964914	10.09658	17.8706199473826
2.661314	11.11133	13.77264	19.5604958617818
3.090919	10.781	13.87192	20.4487500256629
3.665861	10.99456	14.66042	21.3444149449199
4.33445	10.35839	14.69284	22.5206111061003
5.108027	9.565463	14.67349	23.6070329668459
6.061004	9.091677	15.15268	24.7089388667041
7.065553	8.313944	15.3795	25.7850215284172
8.172073	7.144382	15.31645	26.8626495204565
9.445022	10.59366	20.03868	27.8630178263812
10.69205	13.37537	24.06742	28.908905928806
11.98494	16.90192	28.88686	29.9451515115055
13.59225	15.67558	29.26783	31.294093405026
14.72955	15.0968	29.82635	31.972577087992
16.04312	14.09958	30.14271	32.8003618785722
17.33541	12.99086	30.32626	33.7604371903484
18.69111	12.51233	31.20344	34.6305520790318
19.92768	11.51276	31.44044	35.5055437228658
21.1348	10.21049	31.34529	36.380016272314
22.31008	9.580126	31.89021	37.2242959700212
23.53685	8.861422	32.39827	38.0570736289698
24.66004	7.949323	32.60936	38.8607171155167
25.76797	8.336446	34.10442	39.6558262805502
27.09361	12.01001	39.10362	40.7649636433155
28.01932	11.46821	39.48753	41.3066113141154
29.0849	10.58076	39.66566	41.9328372188502
30.12543	10.13054	40.25597	42.6530909243981
31.20801	9.677517	40.88553	43.3918681032909
32.19246	8.854013	41.04648	44.0704815598534
33.15636	8.005158	41.16152	44.7569941303258
34.16676	7.722174	41.88894	45.4167972455932
35.09014	7.782556	42.8727	46.091090607432
36.00011	7.203559	43.20367	46.718522040576
36.89775	6.847908	43.74566	47.3321906423076
38.03996	6.695184	44.73514	48.2351075150395
38.73446	5.839793	44.57425	48.6663827420638
39.61961	5.543478	45.16308	49.1001202523259
40.51218	5.237458	45.74964	49.6816118323287
41.48027	5.073234	46.5535	50.2438866747738
42.39413	7.340962	49.7351	50.7633533058657
43.38562	6.982975	50.36859	51.3032558633029
44.3176	6.153357	50.47096	51.8286067024651
45.24394	5.357123	50.60107	52.3580898061457
46.15532	4.910035	51.06536	52.8505532838933
47.10308	4.609169	51.71225	53.3470226676574
48.13756	3.886956	52.02452	54.0279208225363
48.78741	3.758382	52.54579	54.359383078422
49.59113	3.448612	53.03974	54.7233877711633
50.4268	2.974009	53.40081	55.1735109055238
51.18644	2.655939	53.84238	55.6109469632845
51.92757	2.539678	54.46724	56.0428403224392
52.69882	2.234583	54.93341	56.4777936063943
53.38808	2.113778	55.50185	56.8728551698214
54.03971	2.013048	56.05276	57.278759658741
54.64473	1.883256	56.52798	57.6669261460833
55.23099	1.89682	57.12781	58.0687461818095
55.77288	1.989381	57.76226	58.5888650959783
56.1165	1.9707	58.0872	58.859183497371
56.46539	1.989972	58.45536	59.1685705814826
56.71053	1.96921	58.67974	59.5316156326292
56.88056	1.930568	58.81113	59.8847569093103
56.98015	1.78213	58.76228	60.2168816935568
57.02109	1.622086	58.64318	60.5530567800502
57.00888	1.580782	58.58966	60.8731467707738
56.96099	1.722265	58.68325	61.1998347243482
56.886	1.825635	58.71164	61.5062984874452
56.80757	1.917242	58.72482	61.8258420630259
56.69476	2.187491	58.88225	62.392549698318
56.65954	2.621743	59.28128	62.6230002848453
56.64182	2.671957	59.31378	62.8259730198729
56.64365	3.368483	60.01213	63.0252506224965
56.67953	4.383695	61.06322	63.2885749100599
56.75048	4.399616	61.1501	63.5537228581627
56.83794	4.532763	61.3707	63.8269167692451
56.93976	4.667533	61.6073	64.0934307552052
57.0584	4.829659	61.88806	64.3568028540935
57.20588	4.801426	62.00731	64.6073341971232
57.36268	4.930183	62.29287	64.8609322951425
57.54748	5.532614	63.08009	65.2121952697698
57.68364	7.033273	64.71691	65.3882843797657
57.80685	7.208487	65.01534	65.4366421199143
57.90179	7.399027	65.30082	65.4362049877999
57.97473	7.516507	65.49123	65.4367718935107
58.03879	7.480839	65.51963	65.4362801198821
58.08687	8.142227	66.2291	65.4380627992859
58.11872	8.239094	66.35782	65.4368948369179
58.13606	8.366283	66.50235	65.4370109501357
58.15057	8.418345	66.56891	65.4360137424999
58.16924	8.536998	66.70624	65.4356654028463
58.19006	8.609823	66.79988	65.4359522707963
58.20576	8.684599	66.89036	65.434490610289
58.23185	8.800201	67.03204	65.4341422706354
58.27179	9.029895	67.30168	65.435897629282
58.32174	9.124986	67.44672	65.4324961950174
58.36802	9.147398	67.51542	65.4305427608814
58.39302	9.18915	67.58218	65.4307544967493
58.40545	9.333931	67.73938	65.4301261193349
58.41634	9.419411	67.83575	65.4303583457707
58.42465	9.213242	67.63789	65.4292586852956
58.42711	9.013582	67.4407	65.4283024587954
58.42329	8.965039	67.38833	65.4282478172811
58.42009	8.94637	67.36646	65.4280975531168
58.4191	8.905673	67.32478	65.428029251224
58.41277	8.906666	67.31944	65.4275647983525
58.39625	8.914581	67.31084	65.4264651378774
58.3807	8.938439	67.31915	65.4254269491058
58.37239	8.948785	67.32118	65.4251264207772
58.36894	8.952999	67.32194	65.4235144961056
